image_name,tags
test_8991,primary haze
test_8992,clear agriculture primary
test_8993,clear agriculture primary road
test_8994,clear agriculture primary road
test_8995,agriculture primary road
test_8996,water clear primary
test_8997,clear primary
test_8998,clear primary
test_8999,clear primary
test_9000,primary haze
test_9001,agriculture partly_cloudy primary
test_9002,primary haze
test_9003,partly_cloudy primary
test_9004,primary haze
test_9005,clear primary
test_9006,clear agriculture primary
test_9007,clear primary
test_9008,clear habitation primary road
test_9009,clear primary
test_9010,clear primary
test_9011,clear primary
test_9012,clear primary
test_9013,cloudy
test_9014,partly_cloudy primary
test_9015,cloudy
test_9016,clear agriculture habitation primary road
test_9017,partly_cloudy primary
test_9018,clear primary
test_9019,water clear agriculture primary
test_9020,clear primary
test_9021,cloudy
test_9022,partly_cloudy primary
test_9023,clear primary
test_9024,clear agriculture primary road
test_9025,partly_cloudy primary
test_9026,partly_cloudy primary
test_9027,clear agriculture primary road
test_9028,clear cultivation agriculture primary
test_9029,clear primary
test_9030,clear primary
test_9031,clear primary
test_9032,agriculture partly_cloudy primary
test_9033,primary haze
test_9034,primary haze
test_9035,clear primary
test_9036,cloudy
test_9037,clear primary
test_9038,clear primary
test_9039,cloudy
test_9040,clear primary
test_9041,clear primary
test_9042,clear primary
test_9043,clear primary
test_9044,clear primary
test_9045,clear primary
test_9046,partly_cloudy primary
test_9047,partly_cloudy primary
test_9048,clear agriculture primary
test_9049,clear agriculture primary
test_9050,clear agriculture primary road
test_9051,water clear agriculture primary
test_9052,primary haze
test_9053,clear cultivation agriculture primary
test_9054,clear primary
test_9055,clear cultivation primary
test_9056,cloudy
test_9057,clear primary
test_9058,clear primary
test_9059,clear agriculture primary
test_9060,clear primary
test_9061,clear primary
test_9062,cloudy
test_9063,clear primary
test_9064,water clear primary
test_9065,clear primary
test_9066,clear agriculture primary
test_9067,clear primary
test_9068,clear primary
test_9069,clear primary
test_9070,water clear primary
test_9071,clear agriculture primary
test_9072,clear primary
test_9073,clear primary
test_9074,partly_cloudy primary
test_9075,clear cultivation primary
test_9076,clear agriculture primary
test_9077,clear primary
test_9078,partly_cloudy primary
test_9079,clear primary
test_9080,clear primary
test_9081,clear primary
test_9082,primary haze
test_9083,clear primary
test_9084,clear primary
test_9085,agriculture partly_cloudy primary
test_9086,clear primary
test_9087,clear primary
test_9088,partly_cloudy primary
test_9089,cloudy
test_9090,clear primary
test_9091,clear primary
test_9092,clear agriculture primary road
test_9093,clear primary
test_9094,clear primary
test_9095,clear primary
test_9096,clear primary
test_9097,clear primary
test_9098,clear agriculture primary
test_9099,clear primary
test_9100,cloudy
test_9101,cloudy
test_9102,water clear agriculture primary
test_9103,clear primary
test_9104,partly_cloudy primary
test_9105,clear agriculture primary
test_9106,clear agriculture habitation primary road
test_9107,clear primary
test_9108,water clear agriculture primary road
test_9109,partly_cloudy primary
test_9110,clear cultivation agriculture primary
test_9111,clear primary
test_9112,clear agriculture primary road
test_9113,clear primary
test_9114,agriculture partly_cloudy primary
test_9115,clear primary
test_9116,primary
test_9117,clear primary
test_9118,clear agriculture primary
test_9119,clear primary
test_9120,clear primary
test_9121,partly_cloudy primary
test_9122,partly_cloudy primary
test_9123,clear primary
test_9124,cloudy
test_9125,partly_cloudy primary
test_9126,partly_cloudy primary
test_9127,water clear primary
test_9128,clear agriculture primary
test_9129,clear agriculture primary
test_9130,clear primary
test_9131,clear primary
test_9132,cloudy
test_9133,clear primary
test_9134,partly_cloudy primary
test_9135,clear agriculture primary road
test_9136,clear primary
test_9137,clear agriculture primary
test_9138,clear primary
test_9139,clear agriculture primary road
test_9140,primary
test_9141,clear primary
test_9142,clear primary
test_9143,clear primary
test_9144,clear primary
test_9145,clear cultivation primary
test_9146,clear primary
test_9147,clear agriculture primary road
test_9148,water clear agriculture primary
test_9149,clear primary
test_9150,primary
test_9151,clear agriculture habitation primary road
test_9152,clear primary
test_9153,clear primary
test_9154,partly_cloudy primary
test_9155,clear agriculture primary
test_9156,clear agriculture habitation primary road
test_9157,clear agriculture primary road
test_9158,clear primary
test_9159,agriculture primary
test_9160,clear agriculture primary road
test_9161,clear primary
test_9162,primary haze
test_9163,agriculture partly_cloudy primary road
test_9164,clear agriculture primary
test_9165,primary haze
test_9166,water clear agriculture primary
test_9167,primary haze
test_9168,clear primary
test_9169,clear agriculture primary road
test_9170,clear primary
test_9171,primary
test_9172,clear agriculture primary road
test_9173,clear habitation primary
test_9174,clear agriculture primary
test_9175,clear agriculture habitation primary road
test_9176,primary haze
test_9177,clear primary
test_9178,clear primary
test_9179,cloudy
test_9180,clear primary
test_9181,clear primary
test_9182,clear primary
test_9183,clear primary
test_9184,clear agriculture habitation primary road
test_9185,clear agriculture primary road
test_9186,primary
test_9187,water clear primary
test_9188,cloudy
test_9189,primary haze
test_9190,clear agriculture primary road
test_9191,clear primary
test_9192,clear primary
test_9193,partly_cloudy primary
test_9194,clear cultivation agriculture primary
test_9195,clear primary
test_9196,clear primary
test_9197,partly_cloudy primary
test_9198,clear primary
test_9199,agriculture partly_cloudy primary road
test_9200,clear primary
test_9201,partly_cloudy habitation primary road
test_9202,partly_cloudy primary
test_9203,partly_cloudy primary
test_9204,clear primary
test_9205,clear agriculture primary
test_9206,clear agriculture primary road
test_9207,agriculture partly_cloudy primary
test_9208,clear agriculture habitation primary road
test_9209,clear agriculture primary road
test_9210,clear primary
test_9211,clear primary
test_9212,clear primary
test_9213,primary haze
test_9214,clear agriculture primary
test_9215,clear primary
test_9216,water partly_cloudy primary
test_9217,primary haze
test_9218,clear agriculture habitation primary road
test_9219,cloudy
test_9220,agriculture primary road
test_9221,clear agriculture primary
test_9222,clear primary
test_9223,partly_cloudy primary
test_9224,clear primary
test_9225,water clear agriculture primary
test_9226,cloudy
test_9227,agriculture partly_cloudy primary
test_9228,clear agriculture primary
test_9229,clear agriculture primary
test_9230,clear primary
test_9231,clear agriculture primary road
test_9232,clear primary
test_9233,clear primary
test_9234,cloudy
test_9235,partly_cloudy primary
test_9236,clear cultivation agriculture primary
test_9237,clear primary
test_9238,partly_cloudy primary
test_9239,clear agriculture primary road
test_9240,clear primary
test_9241,clear primary
test_9242,clear primary
test_9243,clear primary
test_9244,clear primary
test_9245,clear primary
test_9246,clear agriculture primary
test_9247,clear primary
test_9248,cloudy
test_9249,cloudy
test_9250,partly_cloudy primary
test_9251,primary
test_9252,clear agriculture primary road
test_9253,partly_cloudy primary
test_9254,partly_cloudy primary
test_9255,partly_cloudy primary
test_9256,clear agriculture habitation primary road
test_9257,water clear primary
test_9258,clear primary
test_9259,clear primary
test_9260,clear primary
test_9261,primary haze
test_9262,
test_9263,clear agriculture primary
test_9264,partly_cloudy primary
test_9265,clear primary road
test_9266,clear primary
test_9267,partly_cloudy primary
test_9268,clear primary
test_9269,clear agriculture primary road
test_9270,cloudy
test_9271,water clear primary
test_9272,clear agriculture primary
test_9273,clear primary
test_9274,clear primary
test_9275,clear primary
test_9276,clear agriculture primary
test_9277,clear primary
test_9278,partly_cloudy primary
test_9279,clear primary
test_9280,primary haze
test_9281,agriculture partly_cloudy primary
test_9282,water clear primary road
test_9283,clear primary
test_9284,agriculture primary
test_9285,clear primary
test_9286,cloudy
test_9287,clear cultivation agriculture habitation primary road
test_9288,clear agriculture habitation primary road
test_9289,cloudy
test_9290,clear primary
test_9291,cloudy
test_9292,partly_cloudy primary
test_9293,partly_cloudy primary
test_9294,clear primary
test_9295,cloudy
test_9296,clear primary
test_9297,clear primary
test_9298,clear agriculture primary road
test_9299,clear primary
test_9300,clear primary
test_9301,partly_cloudy primary
test_9302,clear primary
test_9303,clear primary
test_9304,clear primary
test_9305,clear primary
test_9306,water clear agriculture primary
test_9307,clear agriculture primary
test_9308,clear primary
test_9309,clear agriculture primary road
test_9310,partly_cloudy primary
test_9311,primary haze
test_9312,agriculture primary
test_9313,cloudy
test_9314,clear agriculture habitation primary road
test_9315,cloudy
test_9316,clear agriculture primary
test_9317,clear agriculture primary
test_9318,clear primary
test_9319,clear primary
test_9320,partly_cloudy primary
test_9321,clear primary
test_9322,clear primary
test_9323,clear primary
test_9324,partly_cloudy primary
test_9325,clear primary
test_9326,water clear primary
test_9327,primary haze
test_9328,primary haze
test_9329,clear primary
test_9330,clear primary
test_9331,clear agriculture primary road
test_9332,clear agriculture primary
test_9333,clear primary
test_9334,partly_cloudy primary
test_9335,clear agriculture primary road
test_9336,clear primary
test_9337,clear agriculture primary road
test_9338,clear agriculture primary
test_9339,partly_cloudy primary
test_9340,clear primary
test_9341,clear primary
test_9342,clear primary
test_9343,agriculture partly_cloudy primary
test_9344,water clear primary
test_9345,clear agriculture primary
test_9346,clear agriculture primary
test_9347,clear primary
test_9348,clear primary
test_9349,clear primary
test_9350,agriculture partly_cloudy primary
test_9351,primary
test_9352,water agriculture partly_cloudy primary
test_9353,clear agriculture habitation primary road
test_9354,clear agriculture primary road
test_9355,clear primary
test_9356,primary haze
test_9357,clear primary
test_9358,water clear primary
